,x,y,class
102,1.6071103614409763,-0.21359136674722534,0
103,-1.1911629159234596,-0.6240054292252654,0
104,-1.0946530764277203,-0.8816650248427179,0
105,0.211363280083255,-1.4613751085882543,0
106,-1.3154222978337227,0.0014253149178292176,0
107,-0.18546170375009166,-0.37464792085549,1
108,-0.11763105911020476,-0.47862512198595186,1
109,-0.10520470341813651,-0.4896497034082501,1
110,-0.12283964908435041,-0.4397727083104946,1
111,0.9436208268045739,0.3894448579707742,0
112,-0.7430410177744136,-0.16529018858273903,0
113,-0.6576893112470532,-0.3634644791491489,0
114,-0.09274086312726959,-0.4848090924069735,1
115,-0.6385107759025478,0.021380235307123414,0
116,-1.1456508823255278,0.6138057277914523,0
117,-0.06435423399395855,-0.5310152859832071,1
118,-0.07543045233511034,-0.4839300294569056,1
119,0.8221188363310014,-0.43768375004980725,0
120,-0.06936025443045069,0.48588532744350194,0
121,0.9741290561806685,-0.0530194595929633,0
122,0.09448869638418264,-1.4882166614819137,0
123,-0.06392862839059897,-0.4886874879611812,1
124,-0.08468897662514999,-0.3976221794891215,1
125,-0.055130339947258744,-0.4500244990480732,1
126,-0.43864172702282694,-0.624240990942226,0
127,-0.028924428640467605,-0.4996423671907104,1
128,-0.8162003574875428,0.918197154668409,0
129,-0.6996001916742134,-1.29753957611787,0
130,1.5298876023914458,-0.42700312008802016,0
131,0.4461860181257319,1.005205891904661,0
132,0.3556842328436951,0.1993092969585036,0
133,-0.5805770804278894,-0.4112583201002201,0
134,-0.004250031776117361,-0.5525862480155491,1
135,-0.9378721229041806,0.8099871327710512,0
136,1.6641764367347829,-0.27824440004873646,0
137,-0.009182469287991317,-0.48572060570074566,1
138,0.012390693112373235,-0.5319711986108883,1
139,0.020903821881589284,-0.5147707089282235,1
140,0.029865214899046567,-0.49219024876830686,1
141,0.03381967852233825,-0.41473953761636684,1
142,-0.5472580971281964,-0.49098691032200525,0
143,0.06063920346693522,-0.5399510482837946,1
144,0.8169372720118389,0.697053878763894,0
145,-1.2795800097734653,0.2925038478111569,0
146,-0.16692121054903816,0.4893800970394921,0
147,0.2716931760487439,-0.8043335682445388,0
148,0.0684800307106377,-0.47237933030973484,1
149,0.8888203127858786,-0.33917259923571325,0
150,0.9477593322832379,0.07423764524844993,0
151,0.08597008062241629,-0.5574940930261941,1
152,-0.6981406404464291,-1.2787048325910926,0
153,-1.332014304293777,0.06598038610495534,0
154,0.09723719271915397,-0.49506303277910385,1
155,-1.3037493895225933,-0.405551430901159,0
156,-0.3844890507735488,0.42380457403896005,0
157,-0.3400177309561603,0.4320927464563481,0
158,0.11022357955427527,-0.5546508071464629,1
159,-0.4058992951297007,-0.6625798082932042,0
160,1.0422666621124768,0.0526111989307811,0
161,0.1241344152006171,-0.5131247138994804,1
162,0.1302857559511494,-0.6229829156721376,1
163,0.14813061871915967,-0.5425852533035578,1
164,0.16709741413307455,-0.4878909762175907,1
165,0.26500231581706113,0.26765478356484024,0
166,0.1749727469666678,-0.5290408902599574,1
167,0.04860828317854907,-0.7725900833015084,0
168,0.19725867859738572,-0.4725714926022033,1
169,0.8045391022886681,-0.43395961203097533,0
170,0.30140773096255086,1.0874543159959658,0
171,0.19589641282081777,-0.5495806500447173,1
172,0.8895398173639029,0.5217015730680592,0
173,0.21318641882541198,-0.5244410784199482,1
174,-0.1210249274579468,-0.8941829792511347,0
175,0.26056000726594875,1.0609653097555338,0
176,1.6422722546418007,-0.3204103293929632,0
177,0.22905706128518724,-0.509252965323262,1
178,0.25084288197190857,-0.4749058367653444,1
179,0.2484708263423054,-0.523716759169456,1
180,0.28562338739762994,-0.4462326924068053,1
181,0.29924190393127503,-0.4438446560703158,1
182,-0.05110467722801616,-0.7095132730584868,0
183,0.27519345256783123,-0.5354091886047908,1
184,0.31042353897416664,-0.4741551713737586,1
185,0.3648758459814163,0.24332717614002725,0
186,0.4961497257018846,1.0064510831823714,0
187,0.3114009624560871,-0.4944526882605439,1
188,0.3412018452651908,-0.45204634043639075,1
189,0.3463873870145444,-0.46056292853337777,1
190,-0.4716409392084521,-1.4162859329866733,0
191,0.38501411053963797,-0.40664467995639886,1
192,0.175110904901433,-0.9068573605678677,0
193,1.0344460851335542,-0.0663961206257008,0
194,0.34502937720371263,-0.49052002554394153,1
195,0.37205624438280294,-0.4566544025698332,1
196,0.3729381352900552,-0.4643941206634703,1
197,0.4012133166538788,-0.43075618456864273,1
198,0.42583408533737205,-0.4040663457697383,1
199,0.36775479313075055,-0.48435902868813735,1
200,0.031151403320072126,-0.8321339131762283,0
201,-0.021863407482558956,-1.4622214916464633,0
202,0.4449695445138058,-0.39081141150659227,1
203,0.4801122896192664,-0.3534985013544744,1
204,0.46846385270865887,-0.36948362706027327,1
205,-0.5653488153262314,-0.5106353834255092,0
206,-0.9210727575272917,-1.0878138521814158,0
207,0.46550904305707475,-0.37329988070078496,1
208,0.6846323111684274,-0.6132512418804174,0
209,0.495547529795045,-0.34263009762381724,1
210,0.49490343589160307,-0.34204009029633853,1
211,0.5356374258521157,-0.3031302364244089,1
212,0.4985614956066117,-0.33196986087168123,1
213,0.5320974677264234,-0.29976516274067555,1
214,0.354731090208464,0.07147834600983054,0
215,0.5965947950346334,-0.2456176586222028,1
216,0.32638337012595187,-1.463462841585065,0
217,0.4678262692198908,-0.3339855443173429,1
218,0.5449966898762526,-0.27136996774015065,1
219,-0.6107500097695883,-1.2354006157710058,0
220,-1.1095141096131487,0.651127740780376,0
221,0.5399263643157978,-0.26622794332277694,1
222,0.5674978019103245,-0.2398774529900319,1
223,-0.4518821587924926,-0.619258111836083,0
224,-0.6695586585129011,-0.050562740820741664,0
225,0.5267616735508789,-0.25345292868851055,1
226,0.5218246224085547,-0.24407144909293538,1
227,-0.6566964207636742,0.10683775509261524,0
228,0.6578589291865893,-0.16237003916790232,1
229,-0.2898591884026361,-0.7685486739085317,0
230,1.4509899116468006,-0.733166959946822,0
231,-1.315453745662021,-0.33853705030189424,0
232,-0.004682747688094086,-0.8730702907891756,0
233,0.24816484205820122,0.2535575709334805,0
234,-1.2192569463869267,0.46783500320390997,0
235,0.9655010785813999,-0.21389659426898114,0
236,0.5329739576989585,-0.21183821295104405,1
237,0.6773241742773761,-0.1338156024954012,1
238,-0.2500109444941088,0.4778639660609598,0
239,0.6580833520212971,-0.1310717624314843,1
240,0.6383346064462008,-0.12659294593986947,1
241,0.7208323081941643,-1.4471074374240167,0
242,-0.4668554544870571,-0.5976307625391181,0
243,0.6154325007166759,-0.12135213626861797,1
244,0.1395376279334436,1.1028566079444495,0
245,0.329305872099263,-0.8195666476977623,0
246,0.1682535130481947,-1.5577300797265683,0
247,-1.3277795664763725,0.19191968022134392,0
248,-0.3858120223515441,-0.6506087800964466,0
249,0.6226037634027106,-0.10442655612788604,1
250,0.19698252743985578,0.41165801668113916,0
251,0.666739747102598,-0.07641380691203778,1
252,0.6550704019636122,-0.06520122083590928,1
253,0.6104814296162119,-0.060709491016288815,1
254,-0.6748948354625661,-0.15476172933446436,0
255,0.8871764675675435,-0.3562643101161093,0
256,0.6445838364779173,-0.03660939255157082,1
257,0.6182042686236856,-0.02515070708186474,1
258,-0.8491100158519574,-1.1463321361985175,0
259,-0.16295877002373993,1.1663169355488525,0
260,-0.22294455966627355,-0.7465501481091473,0
261,0.985054098334097,0.281869973296434,0
262,0.6951338743553571,0.004530696819678622,1
263,0.6665684552292933,0.016481169951339542,1
264,-0.7049471426532559,-0.08610952437276867,0
265,0.8431881616847362,-0.436260669899548,0
266,-1.2631171152612355,-0.4473293272116189,0
267,0.5361293559665882,0.019352469921413797,1
268,0.6011734542443165,0.045039488325108304,1
269,0.6861055897792384,0.06864780199170593,1
270,0.16430136064334422,0.44808632516306945,0
271,0.6563743905296658,0.08469456783860527,1
272,0.5432222255886584,-0.7732242464690885,0
273,0.7092780666610962,0.10267063624548557,1
274,1.0480687910688329,-0.018330668193244682,0
275,0.6249299437145476,0.12106184397603273,1
276,-0.22607041493672286,0.46737907817923807,0
277,-0.8404769127461273,-1.1659582743231174,0
278,-0.8557546672016585,0.8993161073217296,0
279,-0.9708638808245017,0.8006114676675149,0
280,-0.8704168742537018,-1.137785350885388,0
281,0.6558343839546265,0.13828069661204348,1
282,-0.30955554586337447,0.4761841632354163,0
283,0.8772555722290585,-1.285721060556904,0
284,0.6782552599413714,0.15451340746648337,1
285,-0.33919724332902323,1.1578276527982636,0
286,1.1173337904191885,-1.128123931609516,0
287,0.6398732345291356,0.17558647080791617,1
288,0.6861304282170011,0.1878908141236227,1
289,0.317000982692517,0.020340272351712978,0
290,0.3544107878402283,0.2667504459177049,0
291,0.6283547233078616,0.21342854028703895,1
292,0.7255496473981508,0.21414718943698105,1
293,0.6834521730144335,0.23799732831221496,1
294,0.7786080184110526,0.23193918019371706,1
295,0.9718590647845343,-0.2829705628423934,0
296,0.74500477165549,0.25369983487726744,1
297,-1.0935086151759388,-0.826002520932622,0
298,-0.06476308658190584,0.5850221316775162,0
299,0.6859518838761264,0.2841486612408058,1
300,0.9079129281862391,0.5700446775777104,0
301,0.640698217234451,0.3130458738045881,1
302,0.8155002012296011,-1.3073741383029178,0
303,0.23615503956147746,0.35571266883710306,0
304,0.5836915208536224,0.3480024012521019,1
305,0.6421203683478384,0.892619977141244,0
306,0.6217878775566675,-1.4139633937448663,0
307,0.6338966472489055,0.3457623863677572,1
308,0.6707464865714514,0.34530370714523306,1
309,0.6166920163042284,0.38116965112165174,1
310,0.11732994063126441,-0.8047431003028859,0
311,0.5503120430623216,0.4252605152326388,1
312,0.23989239983212876,0.36751143813968246,0
313,-0.36538279205873964,0.4027718260267356,0
314,0.39594583386663756,0.06740392166945693,0
315,0.6207793032830714,0.40506968126472237,1
316,0.5710394895424455,0.4427518926222896,1
317,0.8346347673832424,0.7028619172849009,0
318,-0.9988799001536964,-1.0023062340501565,0
319,0.5775500852872433,0.45125782670451,1
320,-1.2338582174067083,-0.6340754085258737,0
321,0.56988172518603,0.46670874652389016,1
322,0.5551646822993221,0.486012711377644,1
323,0.8690402638152,0.5082337987758647,0
324,0.603266347589309,0.46337852777716365,1
325,0.8874098580893554,0.5431718619740359,0
326,-0.015635804080317114,1.1801692424934165,0
327,0.4600677631086748,0.57035245348195,1
328,-0.38997243728879977,-1.4038141194114202,0
329,0.528563810309327,0.5299429844749399,1
330,0.10031454049819358,1.1603506151395921,0
331,-0.13642701885333136,0.5294744736267668,0
332,0.5401809998353043,0.5271511310833823,1
333,0.7289716954192665,0.8021626109951933,0
334,0.3853549336391286,0.659100010794742,1
335,0.9338141393371395,-0.18119201507947336,0
336,0.4680989895767328,0.5965503566953597,1
337,-0.5816590672578628,0.21192093892002745,0
338,0.5035503824242902,0.568109895932815,1
339,-0.30523969806935125,1.1893220149578299,0
340,0.5141596435029754,0.5583265930167152,1
341,-0.0581093184904714,-1.4791034242652081,0
342,0.4924793638120599,0.5781087285576819,1
343,0.13712798142682778,0.4717626206722733,0
344,1.4110060409763547,-0.7330852940254124,0
345,0.42289887830361933,0.6490089548972251,1
346,0.46825837738438,0.5962033402647022,1
347,0.46515319279367745,0.5928826193178242,1
348,0.39023957015498073,0.6766131415916018,1
349,0.3607539258968099,0.70768754441369,1
350,0.3979033139240194,0.6476124058512551,1
351,-0.6986445650688338,0.05356824874094243,0
352,0.5567990992474392,-0.6642171937229153,0
353,-0.49123924718009127,0.34461793514835637,0
354,-0.9435915172828768,-1.0635685024748742,0
355,0.4002744155126901,0.6294452912041971,1
356,0.29124152974470535,0.7794024630066579,1
357,0.06141330402548274,0.5378556435750129,0
358,0.3279778799554918,0.7061391533137358,1
359,0.27696301059731493,0.7740047086535627,1
360,0.32366997773049744,0.6679502017682107,1
361,-0.6639094250347451,-0.03299121911346357,0
362,-0.6187810389713049,0.04209148460256376,0
363,0.2874299540364003,0.7086162768887425,1
364,-0.6396040287502072,-0.32880890274211677,0
365,0.20563731974343874,0.8477967997357159,1
366,-0.3011611792537331,-0.7320083578077008,0
367,0.2336183763661423,0.7585420395375481,1
368,-1.3119709151806878,-0.1699154175862655,0
369,0.37974843889404347,0.16831259853182087,0
370,0.183291455188778,0.8416910772180326,1
371,-0.027272486649373717,0.4742592393965692,0
372,0.14248977357190912,-0.7339881944752545,0
373,0.18475208769423487,0.8014546354081796,1
374,-0.9738850303173803,-1.0321375997143127,0
375,0.18634611365851517,0.7517930587545715,1
376,0.1721075585685134,0.7391111491936223,1
377,-0.69985397340086,-0.005281923914653732,0
378,0.805858562183778,-0.4727839007569582,0
379,-1.3186717779717496,-0.0326579519041968,0
380,-0.2610085597455009,1.0915764059625503,0
381,0.15779864416126724,0.7218792236577306,1
382,0.12751866238503864,0.7570883351123177,1
383,-0.132789760239102,1.1810105179900119,0
384,0.11016280414364038,0.7451793805534457,1
385,0.020154154353604445,1.1121203481594386,0
386,0.3607842188136899,1.099802869664289,0
387,0.06295974690692288,0.8637834284192277,1
388,0.02967817982649293,0.940315802948392,1
389,-1.3838278299894833,0.0900865887551909,0
390,0.07230027298732379,-0.7930636637313853,0
391,1.0018274409810075,-1.2137372718897754,0
392,-1.3215554208020808,-0.36980101948352123,0
393,1.0700350663717506,-1.159395924080585,0
394,-1.0799101935799658,-0.8554126733337111,0
395,0.03495353323922013,0.8065414575023316,1
396,0.016122902580566003,0.7915412013416863,1
397,-0.11009328500592422,0.5644129041754803,0
398,-0.014989971154203672,0.873959725310421,1
399,0.709074276512352,0.8303309448660181,0
400,0.30431247758675173,0.22420348429743436,0
401,-0.027346747990773357,0.7891800560650601,1
402,-0.05074973175856422,0.8066359532138624,1
403,-0.07524003861661802,0.8718624259760599,1
404,0.07447912453883708,0.38768026983401693,0
405,-0.09590500730923017,0.8827435397746913,1
406,-0.11611119352783122,0.893340496023686,1
407,0.6037968120441961,0.9204851646265717,0
408,-0.5188533878843365,-0.47022835381599287,0
409,-0.13654663797403177,0.8852349629122092,1
410,-0.16056539291793803,0.8279432382443566,1
411,-0.1807515857222818,0.8445646070778677,1
412,-0.20728081804122805,0.7981456085556462,1
413,-1.1884453815254088,0.3515903007743005,0
414,0.9807979971056783,0.02346283951907962,0
415,0.7262832875830944,-1.3787846011641558,0
416,-0.5001517510519197,1.1425894311546214,0
417,-0.22755243760489555,0.8112661676884684,1
418,-0.5663930697741627,0.19604683697813385,0
419,-0.7024400489850672,-0.3325710711672567,0
420,-0.24502530724486862,0.8354748431398952,1
421,0.3629047825960569,0.16303905571440624,0
422,-0.2648620109197568,0.8394108687703457,1
423,1.0411978035302116,-1.180240359786287,0
424,0.5391330570223394,0.9801968778477876,0
425,0.19537534986944805,0.38529318525315065,0
426,-0.28887062167730093,0.8218534952849779,1
427,-0.28962323513534155,0.8999994158029956,1
428,-0.5196511453342488,-0.5432190335792528,0
429,0.5060089887463206,-0.697277306627605,0
430,-0.4084505733558982,-0.6450302366474836,0
431,-0.3364996989944425,0.7934556914255572,1
432,-0.6380555611150958,-0.12076871746639557,0
433,0.3070410633916644,0.08805801014709949,0
434,0.18386253674893632,0.41716696387165936,0
435,-0.34683566178064684,0.8249005774529604,1
436,-0.36372838077186187,0.8293316255349957,1
437,-0.39923558272500287,0.7793384674650985,1
438,-1.2935231998300587,-0.10088258570948246,0
439,-0.42836666970672294,-0.6431753248980486,0
440,-0.4144759199089054,0.786919098129541,1
441,-0.4342362581508619,0.7806230844848129,1
442,-1.2178946033906777,-0.21111778370637008,0
443,0.19854385125536872,-0.8732458596613542,0
444,0.2585154077752828,0.3054064760181914,0
445,0.17982346380919653,1.1612246144922542,0
446,-0.4594275508568779,0.7610216565142303,1
447,0.510186200672354,-1.4521310246235093,0
448,-0.08930373003241751,-1.5235554005461878,0
449,0.28952248545800696,0.3074555029537293,0
450,-0.548715362083534,0.28187202217299073,0
451,1.238677233874261,-1.0059858007040048,0
452,-0.47341572601313464,0.7652237915915201,1
453,-0.4885128543312176,0.7646423415804973,1
454,-0.5036831800239512,0.7618558785042218,1
455,-0.5072298435020233,0.7773400225957509,1
456,0.3219795063632192,0.0044314090048993325,0
457,-0.5664598090056596,0.6978717586544089,1
458,-0.6854199339510222,0.1198407681615761,0
459,-0.5594858838945351,0.7270830450860001,1
460,-0.6204837114967411,0.6516299760384539,1
461,-0.6372516643342032,0.643059855641271,1
462,-0.8354534113352425,-1.149096898459616,0
463,-0.2396375412733288,0.5821654294885495,0
464,-0.6840400582830798,1.0220674711742685,0
465,0.5654725084862063,0.9583467850936426,0
466,-0.6195431197587615,0.6784236761320348,1
467,-0.6344925209699532,0.6672595625820562,1
468,-0.6078949633635449,0.16445670380716595,0
469,-0.7100211114284584,0.5832301525078932,1
470,-0.47724528513005493,0.34438803165042525,0
471,-0.6898027375769546,0.6127686203065581,1
472,-0.7488675212074615,0.5524760611605066,1
473,0.09916041794854373,0.48772546552533125,0
474,0.6076654504443093,-0.6703613166532796,0
475,-0.3799517868544368,-0.6953894944768524,0
476,0.1544226638382913,0.39625690688764026,0
477,-0.07313926452271123,1.151464960660007,0
478,-0.7959719058520323,0.5078975711269149,1
479,-1.1217192741462978,-0.7635195282733416,0
480,-0.563852948603474,-1.3755621420043542,0
481,-0.3694192102340163,1.1473626870720774,0
482,-0.521991137893407,0.31660321515346973,0
483,-0.7413723428432291,0.5634365438226758,1
484,-0.7381079428383063,0.5641460970843079,1
485,0.3508093640547723,0.108481959695352,0
486,-0.8079326663707033,0.49867674924901173,1
487,-0.7835365937450497,0.5150497639230112,1
488,-0.7770299087864694,0.5132212682428124,1
489,-0.086061603517175,0.5598439589578708,0
490,-0.7730325704924721,0.5070529017663573,1
491,-0.7454969852971279,0.5153565403378975,1
492,0.32162582405265683,0.9587282713502767,0
493,0.16334481656072491,0.41173572973487776,0
494,-0.889114115394304,0.4055886973826502,1
495,-0.8270245407160259,0.43458494342501924,1
496,0.13117537860291154,-1.5834220947308764,0
497,-0.5613974341118576,0.233673107424147,0
498,1.7435097099472447,-0.07381954702933113,0
499,1.5177664846882817,-0.6238273153695101,0
500,-0.9073070409261235,0.37264431519506536,1
501,0.49314495682666337,0.954357420549181,0
502,0.3298867836798666,0.03203299745024698,0
503,0.15829169474681243,-0.862987111953108,0
504,0.2617122585780789,0.34658244988990267,0
505,-0.8559594215324573,0.38874655267165653,1
506,-0.8751294524273342,0.3626447543623163,1
507,-0.7451292535962728,0.4106567118248326,1
508,0.34615885123076573,0.12787928263678658,0
509,0.2079330272491596,0.3877637104546509,0
510,-1.1128778429899926,0.6224743165047414,0
511,-0.963097705812102,0.2870546385821193,1
512,-1.0310679599841712,0.24103792382855377,1
513,0.8285088347852193,-1.3307405066487776,0
514,-0.09885756571289107,-0.7910644961310563,0
515,-0.23461170622175948,-0.7872004901313817,0
516,-0.88282024435342,0.28562682780169363,1
517,1.0204161899257318,0.17702736150321685,0
518,-0.8916923543315046,0.26127269959079463,1
519,-0.9854807477005585,0.206952855513349,1
520,-0.9959774129605161,0.18362759071327134,1
521,-0.9860616002925238,0.16596234174871588,1
522,-1.0561716785218582,0.12581183828817732,1
523,-1.019972221401198,0.11392121993618105,1
524,-0.5213020473880274,-0.3506346309552666,0
525,-1.0563635257912536,0.0841374693852053,1
526,-0.9876784666912426,0.07500075338424456,1
527,-0.8076742283669092,0.9485623155592361,0
528,-0.9554013648631817,0.05597519575662946,1
529,0.34883038141378364,0.04429631434472431,0
530,-0.017899411516899097,0.49724657096534897,0
531,-1.0370502593988191,0.019783766992679884,1
532,0.3651215222237219,-0.7645793543954054,0
533,-0.9503222481599553,0.005270973178024007,1
534,0.6009795042453894,-1.3788678045980889,0
535,-1.0029253356532777,-0.02524340461387857,1
536,-0.707304200259841,1.0130124255723119,0
537,-1.1022909002479797,-0.05590898128920962,1
538,-1.1020245182037847,-0.07878620431898115,1
539,-1.016033501190537,-0.10147484475380426,1
540,-0.9846748339462971,-0.12744539782199324,1
541,-0.4903722616058063,0.3357704083779195,0
542,-0.4795118960387473,0.3529242380988864,0
543,-0.9968602427406454,-0.15298515548885921,1
544,-0.9315601521651141,-0.18344897541852503,1
545,-0.29596426274688736,0.5569014668978854,0
546,-0.987363719071736,-0.20528124289166197,1
547,-1.064763701776728,-0.2213928375649955,1
548,-1.0316179796054656,-0.2497614325557769,1
549,-0.6049587490007893,-0.06419203648779769,0
550,-0.9861723411571192,-0.28167370722956586,1
551,-0.09667046146609698,0.45074174053544686,0
552,1.5878702326545342,-0.13420623723980604,0
553,-1.169529232615869,-0.7612381152423807,0
554,0.3256562717573442,0.013758321768333009,0
555,-1.0516417453966098,-0.2931824497867809,1
556,-0.0444015254913815,1.175123031147328,0
557,-0.928609241471761,-0.34379081657910837,1
558,0.8669672940305224,0.6389764860476919,0
559,-1.0382882663714015,-0.34104284172327165,1
560,1.5493615052310976,-0.5527472409504283,0
561,-0.9564973386766324,-0.3858073122000125,1
562,-0.42451606852045465,0.39755368743183306,0
563,0.3657192177579749,-1.4529341706035663,0
564,-0.9116287451199472,-0.4229163898990528,1
565,-0.9445628786511983,-0.43546060895763816,1
566,-0.9463488374470909,-0.45671401618540985,1
567,-1.1849052793470338,0.40979033203512283,0
568,0.3436326716338757,0.2684938748969653,0
569,0.015665812718713486,0.5466917587097165,0
570,-0.4565557112423617,0.3673379259132566,0
571,-0.054634131658112275,-0.8108913210887819,0
572,0.972134560109477,0.20677151963499127,0
573,0.6317263252206032,-1.4683225468841636,0
574,-0.8872124802483297,-0.5010413152937924,1
575,-0.8857600853386849,-0.5233097080256086,1
576,1.0437409834970457,0.22399061220383154,0
577,0.9240329711279684,0.3448359708681839,0
578,-0.9587052490264585,-0.5106771172438392,1
579,0.846143640675774,0.5826496507495168,0
580,-0.8973466957798706,-0.5577241047597791,1
581,0.10196016236546825,0.4648312036785134,0
582,-0.9565073052395254,-0.5448438943357146,1
583,-0.9513546917342471,-0.5621673592805332,1
584,-1.2159387206687413,-0.5854663963177079,0
585,0.6309888641514804,0.9049865844564172,0
586,0.3840990557662092,0.15078054133664776,0
587,-0.8539309449541373,-0.632246191308564,1
588,-0.7949132606794009,-0.13159315570402494,0
589,0.16256307887436022,0.4246897580981275,0
590,-0.841398838360316,-0.6548131984382277,1
591,0.6341343138569033,0.905728216112597,0
592,-0.41750995878770425,0.4152958965493353,0
593,-0.8105119488662755,-0.6886064885943856,1
594,-0.7880995188458296,-0.7170082269217579,1
595,0.7213428581805293,-0.5835828875212318,0
596,-1.1671224948589636,0.26346697632357086,0
597,-0.7673411020577071,-0.7440113192851118,1
598,-0.7741583770722574,-0.7494165997921476,1
599,-0.7366470483727529,-0.7880743406790975,1
600,-0.5523690362196385,-0.47710944005178546,0
601,-0.7594871865448771,-0.7761031903518869,1
602,-0.7840732225643223,-0.7580921171884889,1
603,0.07463318944897573,1.1461433454340046,0
604,1.0213177502082775,-1.1604169437577756,0
605,-0.581164677285902,0.06773215478458036,0
606,0.3367687357080351,0.09889160152535832,0
607,-0.7279225387143053,-0.8114707396823144,1
608,0.04170862785944734,1.1781631888055493,0
609,-0.35255198705283564,-1.4210102368372393,0
610,1.4807767070242501,-0.669054426837054,0
