,0,1,class
143,2.7434537979910107,3.3436356535477585,0
144,2.5973934488194117,3.9687198985430854,0
145,2.1600199700842317,4.288275213267351,0
146,5.398339414483003,6.194474614509091,1
147,2.69638963024964,4.5921040542955165,0
148,1.9787576119907562,3.194964791460018,0
149,3.7526211330107913,4.280227037486398,0
150,4.917479392516883,5.58145896953057,1
151,4.448672740891204,5.637317257543618,1
152,4.845641989563294,6.125814273696378,1
153,3.5752013364233557,5.570886803370233,0
154,3.4331525454191016,3.9931079427569895,0
155,4.133168731513167,5.672900386672791,1
156,4.413027673564553,5.420795466325047,1
157,2.0973256490907,4.136866616801251,0
158,3.7621587223382846,4.68324997899802,1
159,1.336303942989469,3.355347735486407,0
160,3.2970899811284253,4.000788722921413,0
161,2.875149316083814,5.773554152826259,1
162,4.989423408623636,5.873104575646641,1
163,3.3440761653148923,4.2034999169945575,0
164,4.7644895847687785,2.950255784561484,0
165,3.6969775955067083,3.4196785555328915,0
166,2.601444455032484,4.275202979250177,0
167,3.3358221562702854,3.3038689691955,0
168,5.471461306994476,6.908061053728018,1
169,3.5584725360065437,4.1615949584867336,0
170,1.324672088794751,4.785395038577008,0
171,6.023756704452095,6.776723484166587,1
172,2.093987643702874,4.2610128588007665,0
173,3.7075481497203806,4.570093165140689,0
174,3.9060403657889005,3.494928760510313,0
175,2.519015062487846,3.758676203335836,0
176,1.3385057754759333,1.8385030935246682,0
177,1.3771800318618823,4.815720617615262,0
178,4.4679000875859085,4.201050873243974,0
179,3.931642604744135,2.9933823575903435,0
180,3.6953053164389567,6.047151981612485,1
181,6.168408754059579,6.308713221877192,1
182,5.4713373809305805,6.835736327822778,1
183,2.238218214545604,3.996180453966279,0
184,3.286106162576696,4.649222220500699,0
185,5.462982840875122,6.101107767495433,1
186,3.108801412028693,4.187922093950674,0
187,4.883495179891562,4.8601959385136615,0
188,5.480103326629749,5.733699485087085,1
189,2.771867135881995,4.876348299185322,0
190,5.370011030557376,4.649087058102653,1
191,3.614900760300765,3.9982742540576353,0
192,1.6288667078681651,3.8634568811444616,0
193,4.120567261071347,4.7283495917054825,0
194,5.3802089304627945,7.180278704188722,1
195,3.187632454118047,3.199940159580045,0
196,4.293189132037903,6.012138708691538,1
197,1.3373890478825448,4.450940494783215,0
198,6.440817023929197,5.43145629498578,1
199,3.4731581880909967,3.3720398709448602,0
200,4.568359490905612,6.1923276707907515,1
201,4.9158371065291835,5.751618419212733,1
202,5.367507267264684,5.9202313282421315,1
203,2.326507306070712,4.314630809131269,0
204,4.4271032076635,7.239114939628709,1
205,1.9943288286183818,3.2972551074385557,0
206,4.439814123548949,6.338694060774505,1
207,3.693092371188304,3.858396012083791,0
208,6.011159536082616,6.1841292526319505,1
209,5.2274542231220975,5.868002227566542,1
210,5.615055224640848,4.867637035429901,1
211,4.969832676268206,6.891892577659193,1
212,5.145619622963584,6.111074190152747,1
213,4.237912106585939,6.215965688453711,1
214,5.312822142148866,5.861935431989603,1
215,4.7295702841639065,6.508536358340549,1
216,1.859537103383567,4.669772594696033,0
217,2.7861172523529314,3.485140729582762,0
218,2.461950768727506,3.6293950510213886,0
219,3.571102333009767,5.397689365870601,0
220,4.729675972386237,5.555638129181347,1
221,4.220448654619612,3.4094331099881483,0
222,5.232862537556915,6.135643237280117,1
223,4.60184005793103,3.8969998901828604,0
224,1.7352782943885356,4.218981039869724,0
225,3.7446228160758457,4.875554849052254,0
226,5.4956065037241695,7.95418933463701,1
227,5.5754970330121685,7.864215947831303,1
228,2.1269419236605946,4.281473704295362,0
229,6.252177145728755,6.674283462964407,1
230,4.846787008119652,6.637162708964999,1
231,2.388383322015742,3.8715538438620127,0
232,5.3826708885293435,6.004241216079377,1
233,3.131109947018312,4.475303216337863,0
234,5.632531367150951,5.633424999046103,1
235,4.974265159969957,6.032642789118912,1
236,5.71406211247799,5.460966986436227,1
237,2.530992582322129,3.4392841869099073,0
238,5.714879061186505,5.239000611974698,1
239,2.2748624349505095,4.169226637754804,0
240,6.034461632285313,6.517688557039747,1
241,5.818852921257898,5.3285964721660095,1
242,3.263477076721363,4.243913476501989,0
243,3.5352909624736863,3.7252466518008136,0
244,2.1232909877262767,4.3595446279525145,0
245,3.3910677952539823,3.898174061286569,0
246,5.535950929342092,5.939970046167427,1
247,3.7798464133012137,3.9069247663554183,0
248,2.705693604994658,4.1704410000663605,0
249,5.24226563398979,5.996123556304826,1
250,2.458155958920428,3.647399093830181,0
251,4.8615368630277,6.004369359427032,1
252,3.4525294246249905,3.3875899165961076,0
253,1.122659528043199,4.44781183181163,0
254,5.65351842365299,6.238589809944381,1
255,5.575435237598288,7.211664087566287,1
256,3.070689442501319,4.232183985072692,0
257,1.9726901633013818,3.2361622015397935,0
258,3.814731834950521,3.50157265507419,0
259,4.3662232896315585,5.574749750223727,1
260,4.244089010513809,5.959923949484099,1
261,2.725812877652076,4.054497678632577,0
262,3.65366082551049,3.5050397297889404,0
263,4.409464162178629,5.8178385309761635,1
264,2.9915882568216756,4.8693627777584565,0
265,4.789659908394005,6.034839692894052,1
266,4.03653538704679,5.8707388752301295,1
267,5.108629749824184,7.203486823425321,1
268,3.0595818153688192,5.150093666400105,0
269,3.537795942605668,3.5531732201821384,0
270,3.480823236612137,4.214803487002829,0
271,3.248849149183506,4.231035275197423,0
272,4.196431420526377,5.615065543122824,1
273,4.669777721198545,5.437031036373672,1
274,3.4650903973637126,4.100631433298026,0
275,4.398399480413968,5.104364064508319,1
276,1.8636450409679717,3.4896570952252253,0
277,2.6052599484474324,3.3611210083033716,0
278,3.8816268216742085,4.141603923495347,0
279,1.8920669662321794,4.014700757236784,0
280,4.969634058914947,6.604921316886205,1
281,2.250726745553815,2.4110851405945133,0
282,3.1644470952353236,4.793619554974272,0
283,3.1685910182812522,4.011758924986412,0
284,2.8048746058840517,3.972493808904716,0
285,4.939729009991166,5.738571278527132,1
286,4.813405219263273,5.864238541313198,1
287,3.6779274583951254,4.008987101617411,0
288,2.6071424861878443,4.281536690826001,0
289,5.328902478710729,5.274039523712783,1
290,4.497809300027758,5.617573789956251,1
291,4.426492510350503,6.050862101370906,1
292,4.231432134599526,3.7341767915492654,0
293,4.225721287981186,3.8789688666842395,0
294,3.871597786378148,4.009939984305981,0
295,3.308034468938664,6.573329046720162,1
296,2.6026166115359164,3.8131039330480467,0
297,2.643402092358766,4.472023744397746,0
298,2.2982969714397408,3.959511033112774,0
299,3.317596829909269,3.794671829107435,0
